team: , id: A1GA, name: Frantiu0161ek Kotau010dka, wiki: rainbowsix
, team: , id: RaMz, name: Robert Rockhill, wiki: rainbowsix
, team: , id: Ramon Venter, name: Ramon Venter, wiki: rainbowsix
, team: , id: Ranger, name: Tristan Pehrson, wiki: rainbowsix
, team: , id: Raven, name: Brandon Langiano, wiki: rainbowsix
, team: , id: Ravenous, name: , wiki: rainbowsix
, team: , id: Razorz, name: Dan Trittler, wiki: rainbowsix
, team: , id: Reaper, name: Eric Nohl, wiki: rainbowsix
, team: , id: RedLike, name: Pietro Girardo, wiki: rainbowsix
, team: , id: Redd, name: Luke Cini, wiki: rainbowsix
, team: , id: Redsun, name: Thiti Chairoek, wiki: rainbowsix
, team: , id: Reece Fowler, name: Reece Fowler, wiki: rainbowsix
, team: , id: Remorce, name: Brad Hickey, wiki: rainbowsix
, team: , id: Rendier, name: Martin Friedrich, wiki: rainbowsix
, team: , id: Renuilz, name: Mattias Nordebu00e4ck, wiki: rainbowsix
, team: , id: Retalha, name: Otu00e1vio Rodrigues Ceschi, wiki: rainbowsix
, team: , id: Reveck, name: Warren Lim, wiki: rainbowsix
, team: , id: Rezina, name: , wiki: rainbowsix
, team: , id: Rich, name: Dylan Brelund, wiki: rainbowsix
, team: , id: Robinshu, name: Robin, wiki: rainbowsix
, team: , id: Rock, name: , wiki: rainbowsix
, team: , id: Rolphy, name: Jordan Rolph, wiki: rainbowsix
, team: , id: Romeo, name: Alejandro Du00e9leon Paju00f3n, wiki: rainbowsix
, team: , id: Rooty, name: Charlie Tran, wiki: rainbowsix
, team: , id: Rovi, name: Rodrigo, wiki: rainbowsix
, team: , id: Rovida, name: Bruno Rovida, wiki: rainbowsix
, team: , id: Roy Mikelate, name: Seunghyeon Ryu, wiki: rainbowsix
, team: , id: Royal, name: Jakub Engel, wiki: rainbowsix
, team: , id: SE7EN, name: Leonardo Ronner, wiki: rainbowsix
, team: , id: SETzz, name: Thomas Perona, wiki: rainbowsix
, team: , id: SPirited, name: Tung Ming Ni, wiki: rainbowsix
, team: , id: SRSLy, name: Ahmet Hasan, wiki: rainbowsix
, team: , id: STARBOY, name: Maxim Fomin, wiki: rainbowsix
, team: , id: SafHiiZ, name: Wilson Marques, wiki: rainbowsix
, team: , id: Salzem, name: Salem Haddad, wiki: rainbowsix
, team: , id: SangraL, name: Florian Carubia, wiki: rainbowsix
, team: , id: Santa, name: , wiki: rainbowsix
, team: , id: Santiago Fisher, name: Santiago Fisher, wiki: rainbowsix
, team: , id: Saver, name: , wiki: rainbowsix
, team: , id: Scok, name: Guillaume Beck, wiki: rainbowsix
, team: , id: ScorpZ, name: Pasi Pokkinen, wiki: rainbowsix
, team: , id: ScorpioN, name: Guilherme Oliveira, wiki: rainbowsix
, team: , id: SePz, name: Pedro Rodrigues, wiki: rainbowsix
, team: , id: Sedulous, name: Rishab Goyal, wiki: rainbowsix
, team: , id: SerSparta, name: Munir Ghazali, wiki: rainbowsix
, team: , id: Shangri, name: Denis Kazanin, wiki: rainbowsix
, team: , id: Shatter, name: Tobias Richter, wiki: rainbowsix
, team: , id: Shin Il, name: Il Shin, wiki: rainbowsix
, team: , id: Shlongii, name: Brandon Escamilla, wiki: rainbowsix
, team: , id: Shockwave, name: Artyom Simakov, wiki: rainbowsix
, team: , id: ShooTeX, name: Erik Simon, wiki: rainbowsix
, team: , id: Sia, name: Sia Chun, wiki: rainbowsix
, team: , id: Silent, name: Peter Christie-Cnossen, wiki: rainbowsix
, team: , id: SilentRage, name: , wiki: rainbowsix
, team: , id: Sinnix, name: Emrys Clegg, wiki: rainbowsix
, team: , id: SirBoss, name: Ferenc Mu00e9ru00e9sz, wiki: rainbowsix
, team: , id: Siral, name: Jaehyun Hong, wiki: rainbowsix
, team: , id: Sirrom, name: Conway Morris, wiki: rainbowsix
, team: , id: Sivle, name: , wiki: rainbowsix
, team: , id: Sjerra, name: Jacek Wachowiak, wiki: rainbowsix
, team: , id: Skipper, name: Uday Raj Jain, wiki: rainbowsix
, team: , id: SkyBuu, name: , wiki: rainbowsix
, team: , id: Skye, name: Alex McCallum, wiki: rainbowsix
, team: , id: Skyline, name: , wiki: rainbowsix
, team: , id: Skyshock, name: , wiki: rainbowsix
, team: , id: Slayzilla, name: Christopher Doubleday, wiki: rainbowsix
, team: , id: SmileBoi, name: , wiki: rainbowsix
, team: , id: Snuf, name: Jari van den Berg, wiki: rainbowsix
, team: , id: Snurreleif, name: Thomas Johan Brorstad Ru00f8nningen, wiki: rainbowsix
, team: , id: Sonar, name: Logan Parker, wiki: rainbowsix
, team: , id: Spades, name: Julio Cesar, wiki: rainbowsix
, team: , id: Spark, name: Martin Eberhard, wiki: rainbowsix
, team: , id: Sparky, name: Giovanni Mangiarotti, wiki: rainbowsix
, team: , id: SpawNsss, name: David Couto, wiki: rainbowsix
, team: , id: Squall K, name: , wiki: rainbowsix
, team: , id: Staed, name: Yari van den Broeck, wiki: rainbowsix
, team: , id: Stazio, name: Valentin Lherbier, wiki: rainbowsix
, team: , id: Stickula, name: Reese Hambrick, wiki: rainbowsix
, team: , id: Stif, name: , wiki: rainbowsix
, team: , id: Stigi, name: Teemu Sairi, wiki: rainbowsix
, team: , id: Stoax, name: Samuel Stewart, wiki: rainbowsix
, team: , id: StryderEpic, name: Jaedan Calder, wiki: rainbowsix
, team: , id: Sua, name: Kevin Stahnke, wiki: rainbowsix
, team: , id: SummerRain, name: Inyeong Kim, wiki: rainbowsix
, team: , id: Sunbi, name: Eun Jang, wiki: rainbowsix
, team: , id: SwaggyP, name: Nathaniel Pourier, wiki: rainbowsix
, team: , id: Sways, name: Louis Graham, wiki: rainbowsix
, team: , id: Swish, name: Nicolas Bouhier, wiki: rainbowsix
, team: , id: Syred, name: Victor Andersson, wiki: rainbowsix
, team: , id: TORNADOTOBi, name: Thomas Krohm, wiki: rainbowsix
, team: , id: TPEX, name: Alexandre Koenig, wiki: rainbowsix
, team: , id: Tactiss, name: Quentin Rousselle, wiki: rainbowsix
, team: , id: Talon, name: Marcus Lynn, wiki: rainbowsix
, team: , id: TankNinjaz, name: Tom Connelly, wiki: rainbowsix
, team: , id: Tapis, name: Armand Haye, wiki: rainbowsix
, team: , id: TeamSix, name: Sebastiaan Kissing, wiki: rainbowsix
, team: , id: Teck, name: Gitansh Arora, wiki: rainbowsix
, team: , id: Tellorista, name: Roberto Urresti, wiki: rainbowsix
, team: , id: Temps, name: , wiki: rainbowsix
, team: , id: The Evil Waffle, name: Jeffrey Haworth, wiki: rainbowsix
, team: , id: Thinkingnade, name: Javier Escamilla, wiki: rainbowsix
, team: , id: Thomsen, name: Oliver Thomsen, wiki: rainbowsix
, team: , id: Thyy, name: Thiago Nicu00e9zio, wiki: rainbowsix
, team: , id: Tifa, name: Tiffany Chiu, wiki: rainbowsix
, team: , id: TigerB, name: Nick van Noort, wiki: rainbowsix
, team: , id: Tiie, name: Alberto Chavez Benitez, wiki: rainbowsix
, team: , id: Tit0n, name: Corey Dubois, wiki: rainbowsix
, team: , id: TmurX, name: Tracy Murray, wiki: rainbowsix
, team: , id: Toda, name: Kerim Musaev, wiki: rainbowsix
, team: , id: Tomorrow, name: Daegyu Han, wiki: rainbowsix
, team: , id: Tomozoh, name: Tomohisa Yamano, wiki: rainbowsix
, team: , id: Tonello, name: Felipe Souza, wiki: rainbowsix
, team: , id: Torok, name: Matteo Bellotti, wiki: rainbowsix
, team: , id: Toski, name: Oscar Sepu00falveda, wiki: rainbowsix
, team: , id: TradyZ, name: Raphael Quites, wiki: rainbowsix
, team: , id: Treiko, name: Tim Leander, wiki: rainbowsix
, team: , id: Trippen, name: Noah Britt, wiki: rainbowsix
, team: , id: Tru3Ta1ent, name: Aaron Erliz, wiki: rainbowsix
, team: , id: Typerek, name: Dariusz Rocu0142awski, wiki: rainbowsix
, team: , id: UUNO, name: Aleksi Tyu00f6ppu00f6nen, wiki: rainbowsix
, team: , id: Undead, name: Romain Kruczek, wiki: rainbowsix
, team: , id: Urameshi, name: Yusuke Horie, wiki: rainbowsix
, team: , id: Uzumaki, name: Christopher Valdez, wiki: rainbowsix
, team: , id: VISION, name: Jou00e3o Giordani, wiki: rainbowsix
, team: , id: Vale, name: Tom Riedel, wiki: rainbowsix
, team: , id: Vapo, name: Petri Laiho, wiki: rainbowsix
, team: , id: Vast, name: Isaiah Patterson, wiki: rainbowsix
, team: , id: Velly, name: Loviel Cardwell, wiki: rainbowsix
, team: , id: VelveT, name: Gabriel Stedile, wiki: rainbowsix
, team: , id: Verdipwnz, name: Marius Lauer, wiki: rainbowsix
, team: , id: Vespertuss, name: Artyom Orlov, wiki: rainbowsix
, team: , id: ViiRuS, name: Anthony Ybarra, wiki: rainbowsix
, team: , id: Viic, name: Victu00f3ria Rodrigues, wiki: rainbowsix
, team: , id: WARBARK, name: Peeranut Tiraboot, wiki: rainbowsix
, team: , id: WAYOUMAN, name: Yuto Kusaka, wiki: rainbowsix
, team: , id: Warden, name: Josh Wadham, wiki: rainbowsix
, team: , id: Whiskerzz, name: Dylan Simoneau, wiki: rainbowsix
, team: , id: Whiteshark67, name: Ku00e9vin Henriques, wiki: rainbowsix
, team: , id: WiLL, name: Willian Rodrigues, wiki: rainbowsix
, team: , id: Wispy, name: Ruben Idiarte, wiki: rainbowsix
, team: , id: Wokka, name: Yudai Ichise, wiki: rainbowsix
, team: , id: XGerard, name: Gerardo Scollo, wiki: rainbowsix
, team: , id: XQQ, name: Hibiki Motoyama, wiki: rainbowsix
, team: , id: XRTROIKA, name: Ollie Hatton, wiki: rainbowsix
, team: , id: Xclusive, name: Joey Buzzeo, wiki: rainbowsix
, team: , id: Xefe, name: , wiki: rainbowsix
, team: , id: XigmaZ, name: Arturo Vizcarra, wiki: rainbowsix
, team: , id: Xjora, name: Jora Choudhary, wiki: rainbowsix
, team: , id: Xkos, name: Gru00e9gory Pesenti, wiki: rainbowsix
, team: , id: Xoogle, name: Brandon Doemges, wiki: rainbowsix
, team: , id: Xploidz, name: Sebastian Cruz, wiki: rainbowsix
, team: , id: Yami, name: Travis Kerr, wiki: rainbowsix
, team: , id: Yellow, name: Benjamin Trang, wiki: rainbowsix
, team: , id: Yeti, name: Heonseong Lim, wiki: rainbowsix
, team: , id: Yosh, name: Joshua Ingles, wiki: rainbowsix
, team: , id: Yung, name: Austin Trexler, wiki: rainbowsix
, team: , id: Yurii, name: Patrick Ray, wiki: rainbowsix
, team: , id: Zenox, name: Jake Brander, wiki: rainbowsix
, team: , id: ZephiR, name: Florian Perrot, wiki: rainbowsix
, team: , id: Zylnazter, name: Natthan Thumjarern, wiki: rainbowsix
, team: , id: Zyon, name: Lucas Paisana, wiki: rainbowsix
, team: , id: aPPROX, name: Ru00e9mi Ayari, wiki: rainbowsix
, team: , id: aRanioN, name: Kevin Haier, wiki: rainbowsix
, team: , id: ana, name: Ana Nunes, wiki: rainbowsix
, team: , id: batfat, name: Alberto Montenegro, wiki: rainbowsix
, team: , id: blas, name: Balu00e1zs Ku0151vu00e1ri, wiki: rainbowsix
, team: , id: breezy, name: Sam Lassila, wiki: rainbowsix
, team: , id: eLTunisianoX, name: Jamil Essifi, wiki: rainbowsix
, team: , id: ezpzlmnsqz, name: Alex Alford, wiki: rainbowsix
, team: , id: fiskeR, name: Tony Geoffroy, wiki: rainbowsix
, team: , id: fk1, name: Gabriel Bailer, wiki: rainbowsix
, team: , id: freezao, name: Igor Silva, wiki: rainbowsix
, team: , id: gCR, name: Gabriel Teixeira, wiki: rainbowsix
, team: , id: geRe, name: Rafael Torres, wiki: rainbowsix
, team: , id: iMajorNova, name: Priyank Patel, wiki: rainbowsix
, team: , id: iZRO, name: , wiki: rainbowsix
, team: , id: iblackZ, name: Jou00e3o Pedro Chiarelli, wiki: rainbowsix
, team: , id: iqorex, name: Igor Pawelec, wiki: rainbowsix
, team: , id: jNSzki, name: Joonas Savolainen, wiki: rainbowsix
, team: , id: jwey, name: Jorge Montero, wiki: rainbowsix
, team: , id: k1kS, name: Patryk Cieszyu0144ski, wiki: rainbowsix
, team: , id: kizoku, name: Yasuhiro Nishi, wiki: rainbowsix
, team: , id: mand, name: Amanda Gusmu00e3o, wiki: rainbowsix
, team: , id: mav, name: Rafael Freitas, wiki: rainbowsix
, team: , id: med1cz, name: Ante Mediu0107, wiki: rainbowsix
, team: , id: morxzas, name: Julian Miculcy, wiki: rainbowsix
, team: , id: nKiraG, name: David Newton, wiki: rainbowsix
, team: , id: namea, name: Anton Bukin, wiki: rainbowsix
, team: , id: ninexT, name: Nino Bernardes Pavolini, wiki: rainbowsix
, team: , id: oNe, name: Leone Kayque, wiki: rainbowsix
, team: , id: oVie, name: Michiel van Dartel, wiki: rainbowsix
, team: , id: p0Lo, name: David Gu00f3mez, wiki: rainbowsix
, team: , id: pX, name: Matheus Freire, wiki: rainbowsix
, team: , id: pannari, name: Otto Heikkinen, wiki: rainbowsix
, team: , id: prototype_1z, name: Shinya Nishiwaki, wiki: rainbowsix
, team: , id: qeP, name: Ricardo Fugi, wiki: rainbowsix
, team: , id: r3plicA, name: Jeongwoo Kim, wiki: rainbowsix
, team: , id: rFont4, name: Rodrigo Fontanella, wiki: rainbowsix
, team: , id: rxwd, name: Morgan Pacy, wiki: rainbowsix
, team: , id: sNKy, name: David Khalfa, wiki: rainbowsix
, team: , id: sNakj, name: Giovanni Murabito, wiki: rainbowsix
, team: , id: sTiZze, name: David de Castro, wiki: rainbowsix
, team: , id: sakke, name: u00c1lvaro Gu00f3mez, wiki: rainbowsix
, team: , id: seven, name: , wiki: rainbowsix
, team: , id: shu, name: Taishu Tanabe, wiki: rainbowsix
, team: , id: sno0ken, name: Lars Ekstru00f6m, wiki: rainbowsix
, team: , id: syliX, name: Vinnie Tam, wiki: rainbowsix
, team: , id: tetra, name: Shuya Abe, wiki: rainbowsix
, team: , id: unDrr, name: Simon Bertrand, wiki: rainbowsix
, team: , id: usog, name: Natan Rafau0142, wiki: rainbowsix
, team: , id: vASS1LYY, name: u00c1lvaro Martu00edn, wiki: rainbowsix
, team: , id: vandal, name: Joshua Diaz, wiki: rainbowsix
, team: , id: waNted, name: Fabrizio Giuliano, wiki: rainbowsix
, team: , id: wag, name: Wagner Alfaro, wiki: rainbowsix
, team: , id: yangiii, name: Jou00e3o Arau00fajo, wiki: rainbowsix
, team: , id: yoona, name: Jou00e3o Gabriel, wiki: rainbowsix
, team: , id: zilchy, name: Kyle Wrigglesworth, wiki: rainbowsix
, team: , id: zz, name: Matthew Legg, wiki: rainbowsix
, team: , id: u4e54u4f0au5965u65afu6258u96f7, name: , wiki: rainbowsix
, team: 01 Esports, id: Munrix, name: Muntather Ghazy, wiki: rainbowsix
, team: 200 Degrees, id: Funleks, name: Rattatammanoon Muangngam, wiki: rainbowsix
, team: 4Elements, id: Lucania, name: , wiki: rainbowsix
, team: 4Elements, id: WishMaster, name: Rehan Ahmed, wiki: rainbowsix
, team: 9z Team, id: AtlaS, name: Bautista Bayugar, wiki: rainbowsix
, team: 9z Team, id: Hemwer, name: , wiki: rainbowsix
, team: 9z Team, id: PePe, name: Diego Villalba, wiki: rainbowsix
, team: 9z Team, id: Pechito, name: Federico Miller, wiki: rainbowsix
, team: 9z Team, id: RICK, name: Ricardo, wiki: rainbowsix
, team: 9z Team, id: ZETA, name: Federico Zanone, wiki: rainbowsix
, team: 9z Team, id: denike, name: Denis Ursini, wiki: rainbowsix
, team: ALPHA Team, id: Abner, name: Abner Romero, wiki: rainbowsix
, team: ALPHA Team, id: AlanDerf, name: Alan Ramu00edrez, wiki: rainbowsix
, team: ALPHA Team, id: Clerici, name: , wiki: rainbowsix
, team: ALPHA Team, id: Coy, name: , wiki: rainbowsix
, team: ALPHA Team, id: Gallo, name: , wiki: rainbowsix
, team: ALPHA Team, id: Gsuz, name: , wiki: rainbowsix
, team: ALPHA Team, id: Obi, name: Carlos Estrada, wiki: rainbowsix
, team: ALPHA Team, id: Oskar, name: , wiki: rainbowsix
, team: ALPHA Team, id: Royon, name: , wiki: rainbowsix
, team: Acend, id: Alive, name: Nathan Donday, wiki: rainbowsix
, team: Acend, id: ENEMY, name: Julian Blin, wiki: rainbowsix
, team: Acend, id: RevaN, name: Jean Prudenti, wiki: rainbowsix
, team: Aerowolf, id: quikz, name: Eugene Tay, wiki: rainbowsix
, team: Arial Arise, id: Beastly, name: Jared Medeiros, wiki: rainbowsix
, team: Arial Arise, id: Whimpy, name: Kyle Anderson, wiki: rainbowsix
, team: Astralis, id: Dpfire, name: Matthew Macway, wiki: rainbowsix
, team: Astralis, id: Easilyy, name: Kevin Skokowski, wiki: rainbowsix
, team: Astralis, id: J9O, name: Jack Burkard, wiki: rainbowsix
, team: Astralis, id: Mango, name: Adam Pazner, wiki: rainbowsix
, team: Astralis, id: Pubstomper, name: Austin Jones, wiki: rainbowsix
, team: Astralis, id: Retro, name: Alexander Lloyd, wiki: rainbowsix
, team: Astralis, id: Shuttle, name: Aaron Dugger, wiki: rainbowsix
, team: Astralis, id: iconic, name: David Ifidon, wiki: rainbowsix
, team: Atheris Esports, id: Bersa, name: Victor Hugo, wiki: rainbowsix
, team: Atheris Esports, id: GOKU, name: Emerich Alejandro Jimenez Lozano, wiki: rainbowsix
, team: Atheris Esports, id: Guicho, name: Luis Gomez, wiki: rainbowsix
, team: Atheris Esports, id: MKing, name: Lucca Coser, wiki: rainbowsix
, team: Atheris Esports, id: Novys, name: Daniel Novy, wiki: rainbowsix
, team: Atheris Esports, id: Royz, name: Francisco Guillu00e9n, wiki: rainbowsix
, team: Atheris Esports, id: SkMzY, name: Christopher Espinosa, wiki: rainbowsix
, team: Audacity Esports, id: Movetaho, name: Aleksi Kuoppa, wiki: rainbowsix
, team: Axiomatic, id: RBT, name: Dongchan Kim, wiki: rainbowsix
, team: Axolotl Esports, id: GunnY, name: Tomer Hesed, wiki: rainbowsix
, team: BDS Esport, id: BiOs, name: Arnaud Billaudel, wiki: rainbowsix
, team: BDS Esport, id: BriD, name: Lou00efc Chongthep, wiki: rainbowsix
, team: BDS Esport, id: Catwo, name: Alexia Chapus, wiki: rainbowsix
, team: BDS Esport, id: Elemzje, name: Bryan Tebessi, wiki: rainbowsix
, team: BDS Esport, id: RaFaLe, name: Adrien Rutik, wiki: rainbowsix
, team: BDS Esport, id: Renshiro, name: Olivier Vandroux, wiki: rainbowsix
, team: BDS Esport, id: Shaiiko, name: Stu00e9phane Lebleu, wiki: rainbowsix
, team: BDS Esport, id: eaglemees, name: Mees van der Arend, wiki: rainbowsix
, team: BeKind, id: AlphaX, name: Thomas Martinez, wiki: rainbowsix
, team: Black Dragons Academy, id: Xyro, name: , wiki: rainbowsix
, team: Black Dragons e-Sports, id: Bassetto, name: Guilherme Bassetto, wiki: rainbowsix
, team: Black Dragons e-Sports, id: Cherrygumms, name: Nicolle Merhy, wiki: rainbowsix
, team: Black Dragons e-Sports, id: Patoxy, name: Vinicius Lima, wiki: rainbowsix
, team: Black Dragons e-Sports, id: Vivas, name: Igor Vivas, wiki: rainbowsix
, team: Black Dragons e-Sports, id: ion, name: Ronaldo Osawa, wiki: rainbowsix
, team: Black Dragons e-Sports, id: live, name: Vinu00edcius dos Santos, wiki: rainbowsix
, team: Black Dragons e-Sports, id: peres, name: Vitor Peres, wiki: rainbowsix
, team: Black Dragons e-Sports, id: sSeiiya, name: Henrique Sanchez, wiki: rainbowsix
, team: Black Dragons e-Sports Female, id: Aliine, name: Aline Custu00f3dio, wiki: rainbowsix
, team: Black Dragons e-Sports Female, id: DudaZera, name: Maria Eduarda, wiki: rainbowsix
, team: Black Dragons e-Sports Female, id: Lara, name: Lara Beatriz Machado, wiki: rainbowsix
, team: Black Dragons e-Sports Female, id: bruna, name: Bruna Bessow, wiki: rainbowsix
, team: Black Dragons e-Sports Female, id: trak, name: James Leme, wiki: rainbowsix
, team: CYCLOPS athlete gaming, id: Anitun, name: Reon Sakai, wiki: rainbowsix
, team: CYCLOPS athlete gaming, id: Ayagator, name: Taiyo Hirayama, wiki: rainbowsix
, team: CYCLOPS athlete gaming, id: BlackRay, name: Sho Hasegawa, wiki: rainbowsix
, team: CYCLOPS athlete gaming, id: Fuji3, name: Fumiya Fujisaki, wiki: rainbowsix
, team: CYCLOPS athlete gaming, id: Hybrid, name: Riccardo Massimino Font, wiki: rainbowsix
, team: CYCLOPS athlete gaming, id: KYON, name: Kyouhei Nishio, wiki: rainbowsix
, team: CYCLOPS athlete gaming, id: SuzuC, name: Takuma Nakajima, wiki: rainbowsix
, team: CYCLOPS athlete gaming, id: gatorada, name: Hideki Nishida, wiki: rainbowsix
, team: Champion, id: Pxkie, name: Pakkapon Pongyeetho, wiki: rainbowsix
, team: Chaos Esports Club, id: Hyperino, name: Galdim Dani, wiki: rainbowsix
, team: Chiefs Esports Club, id: Dgtl, name: Raine Wright, wiki: rainbowsix
, team: Chiefs Esports Club, id: Ethan, name: Ethan Picard, wiki: rainbowsix
, team: Chiefs Esports Club, id: Fishoguy, name: Morgan Ishizaka, wiki: rainbowsix
, team: Chiefs Esports Club, id: GodLeg1on, name: Jake Harris, wiki: rainbowsix
, team: Chiefs Esports Club, id: Hell, name: Baptiste Adiasse, wiki: rainbowsix
, team: Chiefs Esports Club, id: WarTurtle, name: Patrick Gleeson, wiki: rainbowsix
, team: Chiefs Esports Club, id: Worthy, name: Trent Mitchell-Rose, wiki: rainbowsix
, team: Chivas esports, id: Cerberus, name: Bryan Martu00ednez, wiki: rainbowsix
, team: Chivas esports, id: Clipe, name: Rene, wiki: rainbowsix
, team: Chivas esports, id: EzPz, name: Alfonso Ruiz, wiki: rainbowsix
, team: Chivas esports, id: NhilV, name: Christian Vu00e1zquez, wiki: rainbowsix
, team: Chivas esports, id: Physicz, name: Rodrigo Flores, wiki: rainbowsix
, team: Converse University, id: Avian, name: John Ackerly, wiki: rainbowsix
, team: Coscu Army, id: Dzr, name: Dario Josue Ortiz, wiki: rainbowsix
, team: Coscu Army, id: F0RBIZERAA, name: Lucas Wdoviak, wiki: rainbowsix
, team: Coscu Army, id: Flopy, name: Fabrizio Limpias, wiki: rainbowsix
, team: Coscu Army, id: L4ZinG, name: Franco Du00b4Arino, wiki: rainbowsix
, team: Coscu Army, id: Mich4, name: Michael Michell Escobal Suarez, wiki: rainbowsix
, team: Coscu Army, id: R3mbrandT, name: , wiki: rainbowsix
, team: Coscu Army, id: WikS, name: Jorge Weeks, wiki: rainbowsix
, team: Cream Real Betis, id: Curr3nSy, name: Santiago Santana, wiki: rainbowsix
, team: Crest Gaming Lst, id: Laughingfox, name: , wiki: rainbowsix
, team: Cyberground Gaming, id: NoAir, name: Damiano Modica, wiki: rainbowsix
, team: DAMWON Gaming, id: CATsang, name: Sewoong Heo, wiki: rainbowsix
, team: DAMWON Gaming, id: EroSA, name: Haneul Kim, wiki: rainbowsix
, team: DAMWON Gaming, id: HoundBird, name: Gwonjae Jang, wiki: rainbowsix
, team: DAMWON Gaming, id: RIN, name: Byeonguk Jang, wiki: rainbowsix
, team: DAMWON Gaming, id: RoyBoy, name: Minseong Koo, wiki: rainbowsix
, team: DAMWON Gaming, id: Woogiman, name: Jinwook Park, wiki: rainbowsix
, team: DAMWON Gaming, id: coted, name: SungJoon Jo, wiki: rainbowsix
, team: DAMWON Gaming, id: yass, name: Sanghoon Yoo, wiki: rainbowsix
, team: DED Inside, id: Johnny, name: Daniil Savostin, wiki: rainbowsix
, team: DRAGu00d5ES GAMING, id: Revo1Tz, name: Guilherme Constancio, wiki: rainbowsix
, team: DarkZero Esports, id: BC, name: Brandon Carr, wiki: rainbowsix
, team: DarkZero Esports, id: BKN, name: Jordan Soojian, wiki: rainbowsix
, team: DarkZero Esports, id: Canadian, name: Troy Jaroslawski, wiki: rainbowsix
, team: DarkZero Esports, id: Ecl9pse, name: Tyler McMullin, wiki: rainbowsix
, team: DarkZero Esports, id: Grant, name: Grant Tripple, wiki: rainbowsix
, team: DarkZero Esports, id: Hyper, name: Paul Kontopanagiotis, wiki: rainbowsix
, team: DarkZero Esports, id: Mint, name: Kyle Lander, wiki: rainbowsix
, team: DarkZero Esports, id: Panbazou, name: Roberto Feliciano, wiki: rainbowsix
, team: DarkZero Esports, id: njr, name: Nick Rapier, wiki: rainbowsix
, team: DeathroW, id: Adriano, name: Adrien Benacquista, wiki: rainbowsix
, team: DeathroW, id: FuZiion, name: Bilal Touaf, wiki: rainbowsix
, team: DeathroW, id: JaKs, name: Baptiste Dedienne, wiki: rainbowsix
, team: DeathroW, id: Ra1kos, name: Hugo Kneip, wiki: rainbowsix
, team: Deimos Force, id: Khajiit, name: , wiki: rainbowsix
, team: Delta Project, id: Andreezy, name: Andrey Baviyan, wiki: rainbowsix
, team: Delta Project, id: Drvn, name: Fynn Lorenzen, wiki: rainbowsix
, team: Delta Project, id: Fabian, name: Fabian Hu00e4llsten, wiki: rainbowsix
, team: Delta Project, id: Ferral, name: Daniel Rotheram, wiki: rainbowsix
, team: Delta Project, id: KS, name: Niklas Massierer, wiki: rainbowsix
, team: Dire Wolves, id: Daling, name: Ying Mei Zhang, wiki: rainbowsix
, team: Dire Wolves, id: Ed, name: Tsung-Cheng Hou, wiki: rainbowsix
, team: Dire Wolves, id: JackyWu, name: Jhih-Ying Wu, wiki: rainbowsix
, team: Dire Wolves, id: Odin, name: , wiki: rainbowsix
, team: Dire Wolves, id: Pikan, name: Yu-Siang Lin, wiki: rainbowsix
, team: Dire Wolves, id: Ratio, name: , wiki: rainbowsix
, team: Dire Wolves, id: Ray, name: Rui-Wei Chen, wiki: rainbowsix
, team: Dire Wolves, id: S1no, name: Kuei-En Lee, wiki: rainbowsix
, team: Dire Wolves, id: SHADOW, name: Zong-Ci Wu, wiki: rainbowsix
, team: Dire Wolves, id: Souffle, name: Hong-Ting Cai, wiki: rainbowsix
, team: Donuts Unsold Stuff Gaming, id: DD, name: , wiki: rainbowsix
, team: ENCE eSports, id: Willkey, name: Niklas Ojalainen, wiki: rainbowsix
, team: EPOCH Esports, id: Marcy, name: , wiki: rainbowsix
, team: ESL, id: Eddie, name: Edoardo Cianciosi, wiki: rainbowsix
, team: ESL, id: JhonsonTV, name: Giulio Gungui, wiki: rainbowsix
, team: ESL, id: Marciu, name: Marcin Prusinowski, wiki: rainbowsix
, team: ESL, id: Marshall, name: Michael Wong, wiki: rainbowsix
, team: ESL, id: Rappel, name: Mandy Rappel, wiki: rainbowsix
, team: ESL, id: mzo, name: Devin Becker, wiki: rainbowsix
, team: ESTORM, id: Pausalins, name: , wiki: rainbowsix
, team: EVA: e, id: Ar7hur, name: Arthur Schubert, wiki: rainbowsix
, team: EVA: e, id: Maavi, name: Riku Kaizo, wiki: rainbowsix
, team: Elevate, id: AnGryX, name: Pirapat Pimthanapoonporn, wiki: rainbowsix
, team: Elevate, id: BGMan, name: Sirasit Ariyasirisopon, wiki: rainbowsix
, team: Elevate, id: DCH, name: Adithep Channuan, wiki: rainbowsix
, team: Elevate, id: Deadpool, name: Aphichai Wongjak, wiki: rainbowsix
, team: Elevate, id: Dr.Bestsiaer, name: Nattakan Prachanban, wiki: rainbowsix
, team: Elevate, id: Nay..Pew, name: Sumate Srimabut, wiki: rainbowsix
, team: Elevate, id: Nerix, name: Siwa Kaewtossapone, wiki: rainbowsix
, team: Elevate, id: Sapper, name: Atibordee Noichan, wiki: rainbowsix
, team: Elevate, id: sprOnigiri, name: Paramin Suwanwattana, wiki: rainbowsix
, team: Elevate Academy, id: Kanomtuay, name: Sakkarin Moongromklang, wiki: rainbowsix
, team: Elevate Academy, id: Kirisaku, name: Narabodee Plailaharn, wiki: rainbowsix
, team: Elevate Academy, id: nanoKidz, name: Suphawit Kasemsirisopha, wiki: rainbowsix
, team: Eqole Team, id: Princess, name: Berenice Salvitto, wiki: rainbowsix
